"Notes"	"State"	"State Code"	"Year"	"Year Code"	Births	Total Population	Birth Rate	Female Population	Fertility Rate
	"Nevada"	"32"	"2017"	"2017"	35756	2998039	11.93	589149	60.69
"Total"	"Nevada"	"32"			403645	30580348	13.20	6156669	65.56
	"New Hampshire"	"33"	"2007"	"2007"	14168	1312540	10.79	261089	54.27
	"New Hampshire"	"33"	"2008"	"2008"	13683	1315906	10.40	257338	53.17
	"New Hampshire"	"33"	"2009"	"2009"	13377	1316102	10.16	253121	52.85
	"New Hampshire"	"33"	"2010"	"2010"	12874	1316470	9.78	250133	51.47
	"New Hampshire"	"33"	"2011"	"2011"	12851	1318194	9.75	247411	51.94
	"New Hampshire"	"33"	"2012"	"2012"	12352	1320718	9.35	245727	50.27
	"New Hampshire"	"33"	"2013"	"2013"	12396	1323459	9.37	244043	50.79
	"New Hampshire"	"33"	"2014"	"2014"	12302	1326813	9.27	243625	50.50
	"New Hampshire"	"33"	"2015"	"2015"	12433	1330608	9.34	242336	51.30
	"New Hampshire"	"33"	"2016"	"2016"	12267	1334795	9.19	240876	50.93
	"New Hampshire"	"33"	"2017"	"2017"	12116	1342795	9.02	241346	50.20
"Total"	"New Hampshire"	"33"			140819	14558400	9.67	2727045	51.64
	"New Jersey"	"34"	"2007"	"2007"	116063	8677885	13.37	1762512	65.85
	"New Jersey"	"34"	"2008"	"2008"	112710	8711090	12.94	1752652	64.31
	"New Jersey"	"34"	"2009"	"2009"	110331	8755602	12.60	1743799	63.27
	"New Jersey"	"34"	"2010"	"2010"	106922	8791894	12.16	1738419	61.51
	"New Jersey"	"34"	"2011"	"2011"	105883	8821155	12.00	1726489	61.33
	"New Jersey"	"34"	"2012"	"2012"	104230	8864590	11.76	1726967	60.35
	"New Jersey"	"34"	"2013"	"2013"	102575	8899339	11.53	1721051	59.60
	"New Jersey"	"34"	"2014"	"2014"	103305	8938175	11.56	1723218	59.95
	"New Jersey"	"34"	"2015"	"2015"	103127	8958013	11.51	1718587	60.01
	"New Jersey"	"34"	"2016"	"2016"	102647	8944469	11.48	1707272	60.12
	"New Jersey"	"34"	"2017"	"2017"	101250	9005644	11.24	1715123	59.03
"Total"	"New Jersey"	"34"			1169043	97367856	12.01	19036089	61.41
	"New Mexico"	"35"	"2007"	"2007"	30616	1990070	15.38	397586	77.00
	"New Mexico"	"35"	"2008"	"2008"	30173	2010662	15.01	396611	76.08
	"New Mexico"	"35"	"2009"	"2009"	29000	2036802	14.24	397211	73.01
	"New Mexico"	"35"	"2010"	"2010"	27850	2059179	13.52	398587	69.87
	"New Mexico"	"35"	"2011"	"2011"	27289	2082224	13.11	399996	68.22
	"New Mexico"	"35"	"2012"	"2012"	27068	2085538	12.98	399200	67.81
	"New Mexico"	"35"	"2013"	"2013"	26354	2085287	12.64	398793	66.08
	"New Mexico"	"35"	"2014"	"2014"	26052	2085572	12.49	397580	65.53
	"New Mexico"	"35"	"2015"	"2015"	25816	2085109	12.38	395491	65.28
	"New Mexico"	"35"	"2016"	"2016"	24692	2081015	11.87	394000	62.67
	"New Mexico"	"35"	"2017"	"2017"	23767	2088070	11.38	395286	60.13
"Total"	"New Mexico"	"35"			298677	22689528	13.16	4370341	68.34
	"New York"	"36"	"2007"	"2007"	253451	19132335	13.25	4069080	62.29
	"New York"	"36"	"2008"	"2008"	250383	19212436	13.03	4062354	61.63
	"New York"	"36"	"2009"	"2009"	248110	19307066	12.85	4053936	61.20
	"New York"	"36"	"2010"	"2010"	244375	19378102	12.61	4047947	60.37
	"New York"	"36"	"2011"	"2011"	241312	19465197	12.40	4032314	59.84
	"New York"	"36"	"2012"	"2012"	240916	19570261	12.31	4037720	59.67
	"New York"	"36"	"2013"	"2013"	236980	19651127	12.06	4033125	58.76
	"New York"	"36"	"2014"	"2014"	238773	19746227	12.09	4045782	59.02
	"New York"	"36"	"2015"	"2015"	237274	19795791	11.99	4036145	58.79
	"New York"	"36"	"2016"	"2016"	234283	19745289	11.87	4001042	58.56
	"New York"	"36"	"2017"	"2017"	229737	19849399	11.57	4001053	57.42
"Total"	"New York"	"36"			2655594	214853230	12.36	44420498	59.78
	"North Carolina"	"37"	"2007"	"2007"	131037	9118037	14.37	1910018	68.61
	"North Carolina"	"37"	"2008"	"2008"	130839	9309449	14.05	1933646	67.66
	"North Carolina"	"37"	"2009"	"2009"	126845	9449566	13.42	1947046	65.15
	"North Carolina"	"37"	"2010"	"2010"	122350	9535483	12.83	1949350	62.76
	"North Carolina"	"37"	"2011"	"2011"	120389	9656401	12.47	1958279	61.48
	"North Carolina"	"37"	"2012"	"2012"	119831	9752073	12.29	1963293	61.04
	"North Carolina"	"37"	"2013"	"2013"	119002	9848060	12.08	1971639	60.36
	"North Carolina"	"37"	"2014"	"2014"	120975	9943964	12.17	1982894	61.01
	"North Carolina"	"37"	"2015"	"2015"	120843	10042802	12.03	1991882	60.67
	"North Carolina"	"37"	"2016"	"2016"	120779	10146788	11.90	2002564	60.31
	"North Carolina"	"37"	"2017"	"2017"	120125	10273419	11.69	2016657	59.57
"Total"	"North Carolina"	"37"			1353015	107076042	12.64	21627268	62.56
	"North Dakota"	"38"	"2007"	"2007"	8840	652822	13.54	128169	68.97
	"North Dakota"	"38"	"2008"	"2008"	8938	657569	13.59	127636	70.03
	"North Dakota"	"38"	"2009"	"2009"	9001	664968	13.54	128429	70.09
	"North Dakota"	"38"	"2010"	"2010"	9104	672591	13.54	129143	70.50
	"North Dakota"	"38"	"2011"	"2011"	9527	683932	13.93	131653	72.36
	"North Dakota"	"38"	"2012"	"2012"	10106	699628	14.44	135420	74.63
	"North Dakota"	"38"	"2013"	"2013"	10599	723393	14.65	140687	75.34
	"North Dakota"	"38"	"2014"	"2014"	11359	739482	15.36	144130	78.81
	"North Dakota"	"38"	"2015"	"2015"	11314	756927	14.95	148084	76.40
	"North Dakota"	"38"	"2016"	"2016"	11383	757952	15.02	147324	77.27
	"North Dakota"	"38"	"2017"	"2017"	10737	755393	14.21	146282	73.40
"Total"	"North Dakota"	"38"			110908	7764657	14.28	1506957	73.60
	"Ohio"	"39"	"2007"	"2007"	150879	11500468	13.12	2293803	65.78
	"Ohio"	"39"	"2008"	"2008"	148821	11515391	12.92	2273237	65.47
	"Ohio"	"39"	"2009"	"2009"	144841	11528896	12.56	2251790	64.32
	"Ohio"	"39"	"2010"	"2010"	139128	11536504	12.06	2235171	62.24
	"Ohio"	"39"	"2011"	"2011"	137918	11544951	11.95	2220842	62.10
	"Ohio"	"39"	"2012"	"2012"	138483	11544225	12.00	2212336	62.60
	"Ohio"	"39"	"2013"	"2013"	138936	11570808	12.01	2214152	62.75
	"Ohio"	"39"	"2014"	"2014"	139467	11594163	12.03	2211573	63.06
	"Ohio"	"39"	"2015"	"2015"	139264	11613423	11.99	2207849	63.08
	"Ohio"	"39"	"2016"	"2016"	138085	11614373	11.89	2197322	62.84
	"Ohio"	"39"	"2017"	"2017"	136832	11658609	11.74	2203285	62.10
"Total"	"Ohio"	"39"			1552654	127221811	12.20	24521360	63.32
	"Oklahoma"	"40"	"2007"	"2007"	55065	3634349	15.15	727495	75.69
	"Oklahoma"	"40"	"2008"	"2008"	54781	3668976	14.93	728647	75.18
	"Oklahoma"	"40"	"2009"	"2009"	54553	3717572	14.67	732789	74.45
	"Oklahoma"	"40"	"2010"	"2010"	53238	3751351	14.19	736629	72.27
	"Oklahoma"	"40"	"2011"	"2011"	52272	3791508	13.79	742805	70.37
	"Oklahoma"	"40"	"2012"	"2012"	52751	3814820	13.83	747994	70.52
	"Oklahoma"	"40"	"2013"	"2013"	53369	3850568	13.86	756016	70.59
	"Oklahoma"	"40"	"2014"	"2014"	53339	3878051	13.75	762653	69.94
	"Oklahoma"	"40"	"2015"	"2015"	53122	3911338	13.58	768327	69.14
	"Oklahoma"	"40"	"2016"	"2016"	52592	3923561	13.40	768431	68.44
	"Oklahoma"	"40"	"2017"	"2017"	50214	3930864	12.77	768751	65.32
"Total"	"Oklahoma"	"40"			585296	41872958	13.98	8240537	71.03
	"Oregon"	"41"	"2007"	"2007"	49378	3722417	13.27	743945	66.37
	"Oregon"	"41"	"2008"	"2008"	49096	3768748	13.03	749228	65.53
	"Oregon"	"41"	"2009"	"2009"	47132	3808600	12.38	752900	62.60
	"Oregon"	"41"	"2010"	"2010"	45540	3831074	11.89	754077	60.39
	"Oregon"	"41"	"2011"	"2011"	45155	3871859	11.66	759672	59.44
	"Oregon"	"41"	"2012"	"2012"	45067	3899353	11.56	763832	59.00
	"Oregon"	"41"	"2013"	"2013"	45155	3930065	11.49	770514	58.60
	"Oregon"	"41"	"2014"	"2014"	45556	3970239	11.47	776108	58.70
	"Oregon"	"41"	"2015"	"2015"	45655	4028977	11.33	786355	58.06
	"Oregon"	"41"	"2016"	"2016"	45535	4093465	11.12	798411	57.03
	"Oregon"	"41"	"2017"	"2017"	43631	4142776	10.53	810399	53.84
"Total"	"Oregon"	"41"			506900	43067573	11.77	8465441	59.88
	"Pennsylvania"	"42"	"2007"	"2007"	150713	12563937	12.00	2469273	61.04
	"Pennsylvania"	"42"	"2008"	"2008"	149273	12612285	11.84	2460254	60.67
	"Pennsylvania"	"42"	"2009"	"2009"	146434	12666858	11.56	2451611	59.73
	"Pennsylvania"	"42"	"2010"	"2010"	143321	12702379	11.28	2442538	58.68
	"Pennsylvania"	"42"	"2011"	"2011"	143178	12742886	11.24	2433256	58.84
	"Pennsylvania"	"42"	"2012"	"2012"	142514	12763536	11.17	2425630	58.75
	"Pennsylvania"	"42"	"2013"	"2013"	140921	12773801	11.03	2414538	58.36
	"Pennsylvania"	"42"	"2014"	"2014"	142268	12787209	11.13	2407045	59.10
	"Pennsylvania"	"42"	"2015"	"2015"	141047	12802503	11.02	2400883	58.75
	"Pennsylvania"	"42"	"2016"	"2016"	139409	12784227	10.90	2383505	58.49
	"Pennsylvania"	"42"	"2017"	"2017"	137745	12805537	10.76	2383721	57.79
"Total"	"Pennsylvania"	"42"			1576823	140005158	11.26	26672254	59.12
	"Rhode Island"	"44"	"2007"	"2007"	12376	1057315	11.71	221482	55.88
	"Rhode Island"	"44"	"2008"	"2008"	12048	1055003	11.42	218637	55.11
	"Rhode Island"	"44"	"2009"	"2009"	11442	1053646	10.86	216670	52.81
	"Rhode Island"	"44"	"2010"	"2010"	11177	1052567	10.62	214647	52.07
	"Rhode Island"	"44"	"2011"	"2011"	10960	1051302	10.43	212646	51.54
	"Rhode Island"	"44"	"2012"	"2012"	10926	1050292	10.40	211180	51.74
	"Rhode Island"	"44"	"2013"	"2013"	10809	1051511	10.28	209672	51.55
	"Rhode Island"	"44"	"2014"	"2014"	10823	1055173	10.26	210111	51.51
	"Rhode Island"	"44"	"2015"	"2015"	10993	1056298	10.41	209560	52.46
	"Rhode Island"	"44"	"2016"	"2016"	10798	1056426	10.22	208507	51.79
	"Rhode Island"	"44"	"2017"	"2017"	10638	1059639	10.04	209072	50.88
"Total"	"Rhode Island"	"44"			122990	11599172	10.60	2342184	52.51
	"South Carolina"	"45"	"2007"	"2007"	62875	4444110	14.15	915628	68.67
	"South Carolina"	"45"	"2008"	"2008"	63071	4528996	13.93	925213	68.17
	"South Carolina"	"45"	"2009"	"2009"	60620	4589872	13.21	928485	65.29
	"South Carolina"	"45"	"2010"	"2010"	58342	4625364	12.61	928310	62.85
	"South Carolina"	"45"	"2011"	"2011"	57393	4679230	12.27	928427	61.82
	"South Carolina"	"45"	"2012"	"2012"	57155	4723723	12.10	931369	61.37
	"South Carolina"	"45"	"2013"	"2013"	56795	4774839	11.89	936748	60.63
	"South Carolina"	"45"	"2014"	"2014"	57627	4832482	11.92	943512	61.08
	"South Carolina"	"45"	"2015"	"2015"	58139	4896146	11.87	951940	61.07
	"South Carolina"	"45"	"2016"	"2016"	57342	4961119	11.56	957823	59.87
	"South Carolina"	"45"	"2017"	"2017"	57029	5024369	11.35	965704	59.05
"Total"	"South Carolina"	"45"			646388	52080250	12.41	10313159	62.68
	"South Dakota"	"46"	"2007"	"2007"	12261	791623	15.49	152360	80.47
	"South Dakota"	"46"	"2008"	"2008"	12071	799124	15.11	151876	79.48
	"South Dakota"	"46"	"2009"	"2009"	11934	807067	14.79	151855	78.59
	"South Dakota"	"46"	"2010"	"2010"	11811	814180	14.51	152353	77.52
	"South Dakota"	"46"	"2011"	"2011"	11846	824082	14.37	153643	77.10
	"South Dakota"	"46"	"2012"	"2012"	12104	833354	14.52	155019	78.08
	"South Dakota"	"46"	"2013"	"2013"	12248	844877	14.50	156851	78.09
	"South Dakota"	"46"	"2014"	"2014"	12283	853175	14.40	157896	77.79
	"South Dakota"	"46"	"2015"	"2015"	12336	858469	14.37	157806	78.17
	"South Dakota"	"46"	"2016"	"2016"	12275	865454	14.18	158076	77.65
	"South Dakota"	"46"	"2017"	"2017"	12134	869666	13.95	158874	76.37
"Total"	"South Dakota"	"46"			133303	9161071	14.55	1706609	78.11
	"Tennessee"	"47"	"2007"	"2007"	86711	6175727	14.04	1271670	68.19
	"Tennessee"	"47"	"2008"	"2008"	85560	6247411	13.70	1275355	67.09
	"Tennessee"	"47"	"2009"	"2009"	82211	6306019	13.04	1274950	64.48
	"Tennessee"	"47"	"2010"	"2010"	79495	6346105	12.53	1274350	62.38
	"Tennessee"	"47"	"2011"	"2011"	79588	6403353	12.43	1277212	62.31
	"Tennessee"	"47"	"2012"	"2012"	80371	6456243	12.45	1283356	62.63
	"Tennessee"	"47"	"2013"	"2013"	79992	6495978	12.31	1287200	62.14
	"Tennessee"	"47"	"2014"	"2014"	81602	6549352	12.46	1295676	62.98
	"Tennessee"	"47"	"2015"	"2015"	81685	6600299	12.38	1299690	62.85
	"Tennessee"	"47"	"2016"	"2016"	80807	6651194	12.15	1302973	62.02
	"Tennessee"	"47"	"2017"	"2017"	81016	6715984	12.06	1312517	61.73
"Total"	"Tennessee"	"47"			899038	70947665	12.67	14154949	63.51
	"Texas"	"48"	"2007"	"2007"	407625	23831983	17.10	5145376	79.22
	"Texas"	"48"	"2008"	"2008"	405554	24309039	16.68	5210018	77.84
	"Texas"	"48"	"2009"	"2009"	401977	24801761	16.21	5280109	76.13
	"Texas"	"48"	"2010"	"2010"	386118	25145561	15.36	5326162	72.49
	"Texas"	"48"	"2011"	"2011"	377445	25674681	14.70	5406935	69.81
	"Texas"	"48"	"2012"	"2012"	382727	26059203	14.69	5476662	69.88
	"Texas"	"48"	"2013"	"2013"	387340	26448193	14.65	5543584	69.87
	"Texas"	"48"	"2014"	"2014"	399766	26956958	14.83	5654684	70.70
	"Texas"	"48"	"2015"	"2015"	403618	27469114	14.69	5748631	70.21
	"Texas"	"48"	"2016"	"2016"	398047	27862596	14.29	5806466	68.55
	"Texas"	"48"	"2017"	"2017"	382050	28304596	13.50	5885855	64.91
"Total"	"Texas"	"48"			4332267	286863685	15.10	60484482	71.63
	"Utah"	"49"	"2007"	"2007"	55130	2597746	21.22	576269	95.67
	"Utah"	"49"	"2008"	"2008"	55634	2663029	20.89	586879	94.80
	"Utah"	"49"	"2009"	"2009"	53887	2723421	19.79	596032	90.41
	"Utah"	"49"	"2010"	"2010"	52258	2763885	18.91	602120	86.79
	"Utah"	"49"	"2011"	"2011"	51223	2817222	18.18	612671	83.61
	"Utah"	"49"	"2012"	"2012"	51465	2855287	18.02	619413	83.09
	"Utah"	"49"	"2013"	"2013"	50957	2900872	17.57	629778	80.91
	"Utah"	"49"	"2014"	"2014"	51154	2942902	17.38	639388	80.00
	"Utah"	"49"	"2015"	"2015"	50778	2995919	16.95	651344	77.96
	"Utah"	"49"	"2016"	"2016"	50464	3051217	16.54	662673	76.15
	"Utah"	"49"	"2017"	"2017"	48585	3101833	15.66	675124	71.96
"Total"	"Utah"	"49"			571535	31413333	18.19	6851691	83.42
	"Vermont"	"50"	"2007"	"2007"	6513	623481	10.45	122445	53.19
	"Vermont"	"50"	"2008"	"2008"	6339	624151	10.16	120761	52.49
	"Vermont"	"50"	"2009"	"2009"	6110	624817	9.78	119265	51.23
	"Vermont"	"50"	"2010"	"2010"	6223	625741	9.95	118297	52.60
	"Vermont"	"50"	"2011"	"2011"	6078	626431	9.70	117349	51.79
	"Vermont"	"50"	"2012"	"2012"	6009	626011	9.60	116464	51.60
	"Vermont"	"50"	"2013"	"2013"	5975	626630	9.54	116335	51.36
	"Vermont"	"50"	"2014"	"2014"	6130	626562	9.78	115981	52.85
	"Vermont"	"50"	"2015"	"2015"	5903	626042	9.43	115598	51.06
	"Vermont"	"50"	"2016"	"2016"	5756	624594	9.22	114390	50.32
	"Vermont"	"50"	"2017"	"2017"	5655	623657	9.07	113854	49.67
"Total"	"Vermont"	"50"			66691	6878117	9.70	1290739	51.67
	"Virginia"	"51"	"2007"	"2007"	108884	7751000	14.05	1642959	66.27
	"Virginia"	"51"	"2008"	"2008"	106686	7833496	13.62	1644350	64.88
	"Virginia"	"51"	"2009"	"2009"	105059	7925937	13.26	1648890	63.71
	"Virginia"	"51"	"2010"	"2010"	103002	8001024	12.87	1652698	62.32
	"Virginia"	"51"	"2011"	"2011"	102652	8096604	12.68	1659020	61.88
	"Virginia"	"51"	"2012"	"2012"	103013	8185867	12.58	1670773	61.66
	"Virginia"	"51"	"2013"	"2013"	102147	8260405	12.37	1676517	60.93
	"Virginia"	"51"	"2014"	"2014"	103300	8326289	12.41	1684103	61.34
	"Virginia"	"51"	"2015"	"2015"	103303	8382993	12.32	1684883	61.31
	"Virginia"	"51"	"2016"	"2016"	102460	8411808	12.18	1676203	61.13
	"Virginia"	"51"	"2017"	"2017"	100391	8470020	11.85	1681168	59.72
"Total"	"Virginia"	"51"			1140897	89645443	12.73	18321564	62.27
	"Washington"	"53"	"2007"	"2007"	88978	6461587	13.77	1334091	66.70
	"Washington"	"53"	"2008"	"2008"	90321	6562231	13.76	1342888	67.26
	"Washington"	"53"	"2009"	"2009"	89313	6667426	13.40	1352302	66.05
	"Washington"	"53"	"2010"	"2010"	86539	6724540	12.87	1355704	63.83
	"Washington"	"53"	"2011"	"2011"	86976	6830038	12.73	1366450	63.65
	"Washington"	"53"	"2012"	"2012"	87463	6897012	12.68	1376835	63.52
	"Washington"	"53"	"2013"	"2013"	86577	6971406	12.42	1383781	62.57
	"Washington"	"53"	"2014"	"2014"	88585	7061530	12.54	1398464	63.34
	"Washington"	"53"	"2015"	"2015"	88990	7170351	12.41	1417209	62.79
	"Washington"	"53"	"2016"	"2016"	90505	7288000	12.42	1437491	62.96
	"Washington"	"53"	"2017"	"2017"	87562	7405743	11.82	1464754	59.78
"Total"	"Washington"	"53"			971809	76039864	12.78	15229969	63.81
	"West Virginia"	"54"	"2007"	"2007"	21994	1834052	11.99	347854	63.23
	"West Virginia"	"54"	"2008"	"2008"	21501	1840310	11.68	345247	62.28
	"West Virginia"	"54"	"2009"	"2009"	21268	1847775	11.51	343471	61.92
	"West Virginia"	"54"	"2010"	"2010"	20470	1852994	11.05	341981	59.86
	"West Virginia"	"54"	"2011"	"2011"	20717	1855364	11.17	341245	60.71
	"West Virginia"	"54"	"2012"	"2012"	20827	1855413	11.22	339610	61.33
	"West Virginia"	"54"	"2013"	"2013"	20825	1854304	11.23	338651	61.49
	"West Virginia"	"54"	"2014"	"2014"	20301	1850326	10.97	336741	60.29
	"West Virginia"	"54"	"2015"	"2015"	19805	1844128	10.74	333468	59.39
	"West Virginia"	"54"	"2016"	"2016"	19079	1831102	10.42	327724	58.22
	"West Virginia"	"54"	"2017"	"2017"	18675	1815857	10.28	322254	57.95
"Total"	"West Virginia"	"54"			225462	20281625	11.12	3718246	60.64
	"Wisconsin"	"55"	"2007"	"2007"	72784	5610775	12.97	1119562	65.01
	"Wisconsin"	"55"	"2008"	"2008"	72261	5640996	12.81	1111400	65.02
	"Wisconsin"	"55"	"2009"	"2009"	70843	5669264	12.50	1103934	64.17
	"Wisconsin"	"55"	"2010"	"2010"	68487	5686986	12.04	1097595	62.40
	"Wisconsin"	"55"	"2011"	"2011"	67810	5711767	11.87	1093583	62.01
	"Wisconsin"	"55"	"2012"	"2012"	67295	5726398	11.75	1088434	61.83
	"Wisconsin"	"55"	"2013"	"2013"	66649	5742713	11.61	1086889	61.32
	"Wisconsin"	"55"	"2014"	"2014"	67161	5757564	11.66	1087273	61.77
	"Wisconsin"	"55"	"2015"	"2015"	67041	5771337	11.62	1085396	61.77
	"Wisconsin"	"55"	"2016"	"2016"	66615	5778708	11.53	1081593	61.59
	"Wisconsin"	"55"	"2017"	"2017"	64975	5795483	11.21	1083819	59.95
"Total"	"Wisconsin"	"55"			751921	62891991	11.96	12039478	62.45
	"Wyoming"	"56"	"2007"	"2007"	7893	534876	14.76	103196	76.49
	"Wyoming"	"56"	"2008"	"2008"	8038	546043	14.72	104431	76.97
	"Wyoming"	"56"	"2009"	"2009"	7881	559851	14.08	106406	74.07
	"Wyoming"	"56"	"2010"	"2010"	7556	563626	13.41	106612	70.87
	"Wyoming"	"56"	"2011"	"2011"	7399	568158	13.02	107091	69.09
	"Wyoming"	"56"	"2012"	"2012"	7572	576412	13.14	108992	69.47
	"Wyoming"	"56"	"2013"	"2013"	7644	582658	13.12	110241	69.34
	"Wyoming"	"56"	"2014"	"2014"	7696	584153	13.17	110821	69.45
	"Wyoming"	"56"	"2015"	"2015"	7765	586107	13.25	110670	70.16
	"Wyoming"	"56"	"2016"	"2016"	7386	585501	12.61	109988	67.15
	"Wyoming"	"56"	"2017"	"2017"	6903	579315	11.92	107740	64.07
"Total"	"Wyoming"	"56"			83733	6266700	13.36	1186188	70.59
"Total"					44300538	3451599603	12.83	692136267	64.01
"---"
"Dataset: Natality, 2007-2017"
"Query Parameters:"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Population Option: Default intercensal populations for years 2007-2009"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality.html for more information."
"---"
"Query Date: Apr 16, 2019 8:30:48 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics, Natality public-use data 2007-2017, on CDC"
"WONDER Online Database, October 2018. Accessed at http://wonder.cdc.gov/natality-current.html on Apr 16, 2019 8:30:48 PM"
"---"
Caveats:
"1. Each birth record represents one living baby."
"2. Birth rates are calculated as the number of births divided by total population in the given year(s). When the numerator is"
"sub-set by mother's race, mother's hispanicity, location, or year of birth, then the same sub-set for age, race, hispanicity,"
"location and year applies to the denominator population."
"3. Fertility rates are calculated as the number of births divided by the number of females age 15 - 44 years old in the given"
"year(s). When the numerator is sub-set by mother's age, mother's race, mother's hispanicity, location, or year of birth, then"
"the same sub-set for age, race, hispanicity, location and year applies to the denominator population. However, if you sub-set"
"mother's age selecting some years not in the 15 - 44 range, those years of mother's age ouside this range will not be included"
"in the denominator population. If you sub-set mother's age selecting only years outside the 15 - 44 range, the denominator"
"population returned will be zero and flagged ""Not Available""."
"4. Birth rates and fertility rates are calculated using the following populations: The populations for year 2016 are from the"
"postcensal single-race series of July 1st estimates of the resident population, released by Cenus Bureau on June 22, 2017; and"
"the postcensal bridged-race series of July 1st estimates of the resident population, released by NCHS on June 26, 2017. The"
"populations for year 2015 are from the postcensal bridged-race series of July 1st estimates of the resident population, released"
"by NCHS on June 28, 2016. The populations for year 2014 are from the postcensal bridged-race series of July 1st estimates of the"
"resident population, released by NCHS on June 30, 2015. The populations for year 2013 are from the postcensal bridged-race"
"series of July 1st estimates of the resident population, released by NCHS on June 26, 2014. The populations for year 2012 are"
"from the postcensal bridged-race series of July 1st estimates of the resident population, released by NCHS on June 13, 2013. The"
"populations for year 2011 are from the postcensal bridged-race series of July 1st estimates of the resident population, released"
"by NCHS on July 18, 2012. The populations for year 2010 are the bridged-race April 1, 2010 Census counts. The populations for"
"years 2007-2009 are from the revised intercensal bridged-race series of July 1st estimates of the resident population, released"
"by NCHS on October 26, 2012. More information: http://wonder.cdc.gov/wonder/help/Natality.html#Denominator-Population-Sources."
